,itemid,num_patients,label,ratio
2548,387,2360,Inc #2 [Closure],0.21898487519717919
2352,89,2354,C.O. (fick),0.21842813398905075
2390,130,2349,Communication,0.21796418298227707
2616,459,2324,Neg Insp Force(>-25),0.21564442794840866
2518,357,2316,ImpSkin Treatment #2,0.21490210633757076
2969,225086,2308,Unable to assess cognitive / perceptual,0.21415978472673286
2657,504,2297,PCWP,0.21313909251183075
2382,121,2260,Chest PT [Right],0.20970585506170547
100,8378,2217,Chest PT [Left],0.2057158764034518
139,8417,2207,Inc #2 [Appearance],0.20478797438990443
1974,7915,2194,Pt./Family Informed,0.20358170177229284
2994,225189,2167,Incentive Spirometry,0.20107636633571496
2490,303,2136,IV #4 [Site],0.19819987009371812
3229,227358,2133,PICC Line Dressing Occlusive,0.1979214994896539
2498,327,2120,IV Site Appear #4,0.19671522687204232
1780,730,2119,Vital Cap (>1.0)L,0.19662243667068757
2987,225133,2078,Discharge needs,0.19281803841514336
125,8403,2074,IV #4 [Size],0.19244687760972443
3081,226115,2070,PICC Line placed in outside facility,0.19207571680430546
2777,220274,2069,PH (Venous),0.19198292660295072
2667,516,2064,Pacemaker Type,0.19151897559617703
2948,224923,2062,Impaired Skin Odor #2,0.19133339519346756
1718,664,2059,Swan SVO2,0.19105502458940335
3040,225672,2053,Lipase,0.19049828338127495
2339,76,2048,Bath,0.19003433237450126
2666,515,2045,Pacemaker Mode,0.18975596177043705
2629,472,2041,O2AV,0.18938480096501809
3260,227455,2037,Vancomycin (Trough),0.18901364015959915
1057,5818,2036,PAP Alarm [Low],0.1889208499582444
2574,413,2034,Incision/Wound #3,0.18873526955553493
2561,400,2031,Inc #3 [Dressing],0.18845689895147072
2524,363,2025,ImpSkin Wound Base#2,0.18790015774334232
2630,473,2023,O2AVI,0.18771457734063282
2555,394,2022,Inc #3 [Drainage],0.1876217871392781
3239,227369,2015,22 Gauge Dressing Occlusive,0.18697225572979492
3321,227810,2004,ETT Re-taped,0.18595156351489284
3096,226139,1989,22 Gauge placed in outside facility,0.18455971049457176
128,8406,1974,ImpSkin #1 [Amount],0.1831678574742507
3216,227287,1972,O2 Flow (additional cannula),0.18298227707154124
3027,225638,1965,Differential-Bands,0.1823327456620581
2396,136,1953,Cough Effort,0.18121926324580123
2979,225112,1946,Unable to assess pain,0.18056973183631808
2668,517,1946,Pacer Rate,0.18056973183631808
1973,7914,1940,Insulin Guideline,0.18001299062818965
2669,518,1924,Pacer Wire Condition,0.17852834740651388
3320,227809,1896,ETT Position Change,0.17593022176858122
3259,227454,1891,Vancomycin (Random),0.17546627076180754
2989,225175,1878,See chart for initial patient assessment,0.17425999814419596
1421,1391,1866,DO2I,0.17314651572793913
2384,123,1860,Chest Tube Site #2,0.1725897745198107
152,8430,1860,Inc #3 [Status],0.1725897745198107
2514,353,1856,ImpSkin #2 [Drain],0.17221861371439176
3317,227801,1841,Stool Guaiac QC,0.1708267606940707
2549,388,1839,Inc #3 [Closure],0.17064118029136124
2529,368,1820,ImpSkin #1 [Width],0.16887816646562123
2975,225105,1817,Unable to assess habits,0.16859979586155702
2672,521,1812,Pacer Wires Vent,0.16813584485478333
2670,519,1802,Pacer Wires Atrial,0.16720794284123597
2599,440,1800,MDI #2 [Puff],0.1670223624385265
2500,339,1797,Imp Skin Cleanse #2,0.16674399183446229
3026,225637,1790,Differential-Atyps,0.16609446042497913
2664,512,1787,PVR,0.16581608982091492
2787,220581,1771,Amylase,0.16433144659923912
2740,591,1769,RLE [Temperature],0.16414586619652966
1767,717,1763,Ventricular Pacemaker [Sense],0.16358912498840122
2644,491,1758,PAP Mean,0.16312517398162754
2,616,1756,Respiratory Effort,0.16293959357891807
2321,56,1749,Atrial Pacemaker [Sense],0.1622900621694349
2843,224169,1749,MDI #1 Puff,0.1622900621694349
160,8438,1739,MDI #2 [Drug],0.16136216015588753
190,8468,1734,RLE [Color],0.16089820914911385
2308,43,1731,Angio Appearance #1 [Attribute 1],0.16061983854504963
2312,47,1731,Angio Site #1,0.16061983854504963
2541,380,1728,Inc Cleansing #1,0.16034146794098544
2310,45,1711,Angio Dressing #1,0.1587640345179549
2622,465,1703,Neuro Symptoms,0.158021712907117
3423,247,1702,INV Line#4 [Type],0.15792892270576228
2595,436,1698,Low Insp. Pressure,0.15755776190034332
2323,58,1696,Atrial Pacemaker [mA],0.15737218149763385
2398,138,1687,Cough Type,0.1565370696854412
140,8418,1686,Inc #3 [Appearance],0.15644427948408648
1216,850,1674,Triglyceride (0-200),0.15533079706782962
1658,1704,1673,PA line cm Mark,0.1552380068664749
117,8395,1673,INV Line#4 [Site],0.1552380068664749
2466,250,1667,INV Line#4SiteAppear,0.15468126565834647
1426,1401,1638,zzO2AV,0.1519903498190591
1420,1390,1637,DO2,0.15189755961770438
1427,1402,1627,zzO2AVI,0.150969657604157
3154,226846,1623,Feeding Weight,0.15059849679873805
224,8552,1616,PAP Alarm [High],0.1499489653892549
1286,1063,1604,bath,0.14883548297299806
91,8369,1599,Atrial Pacemaker [Capture],0.14837153196622438
2584,424,1558,LLE [Temp],0.14456713371068014
145,8423,1537,Inc #2 [Amount],0.1426185394822307
157,8435,1528,LLE [Color],0.14178342767003804
2725,576,1526,Pressure Sore Site#1,0.14159784726732857
204,8482,1519,Ventricular Pacemaker [Capture],0.14094831585784542
1769,719,1512,Ventricular Pacemaker [mA],0.14029878444836225
3236,227366,1509,16 Gauge Dressing Occlusive,0.14002041384429803
2716,567,1508,PressSoreTreatment#1,0.1399276236429433
1378,1330,1495,Med Wasted [Drug],0.13872135102533173
3093,226136,1493,16 Gauge placed in outside facility,0.13853577062262226
1377,1329,1485,Initials (2 RNs) [RN #1],0.13779344901178436
2719,570,1478,PressSoreWoundBase#1,0.13714391760230119
1828,7151,1464,HOB Measurement,0.13584485478333488
2395,135,1464,Corneal Reflex [Right],0.13584485478333488
93,8371,1453,Atrial Pacemaker [Sensitivity],0.13482416256843277
3041,225674,1451,Mixed Venous O2% Sat,0.1346385821657233
1376,1328,1451,Cartridge/Bag Change,0.1346385821657233
132,8410,1451,ImpSkin #1 [Length],0.1346385821657233
2700,551,1445,Pressure Sore #1 [Stage],0.13408184095759487
87,8365,1430,Angio Appearance #1 [Attribute 2],0.13268998793727382
102,8380,1427,Corneal Reflex [Left],0.1324116173332096
15,629,1424,Seizure Activity,0.1321332467291454
2737,588,1418,RCW,0.131576505521017
2750,601,1416,RVSW,0.1313909251183075
2738,589,1394,RCWI,0.1293495406885033
2751,602,1392,RVSWI,0.12916396028579383
2728,579,1368,PressureReduceDevice,0.12693699545328013
2758,609,1338,Remote Alarm,0.12415328941263802
179,8457,1335,Pressure Sore #1 [Heal],0.12387491880857382
2874,224562,1326,Impaired Skin Length #1,0.12303980699638119
3351,228101,1309,22 Gauge placed in the field,0.12146237357335066
2931,224846,1285,Impaired Skin Width #1,0.11923540874083696
2949,224924,1275,Impaired Skin Odor #3,0.1183075067272896
2537,376,1268,Impaired Skin Site#3,0.11765797531780645
2713,564,1261,PressSoreCleansing#1,0.11700844390832328
2507,346,1244,ImpSkin Character #3,0.11543101048529275
1529,1540,1241,Triglyceride,0.11515263988122854
3108,226473,1233,Blood Transfusion Consent,0.11441031827039065
3404,216,1229,Height of Bed,0.1140391574649717
2519,358,1206,ImpSkin Treatment #3,0.11190498283381276
1704,649,1199,Spiritual Support,0.11125545142432959
2482,286,1199,INV#4 WaveformAppear,0.11125545142432959
2443,186,1189,FIO2 Alarm-Low,0.11032754941078222
1174,803,1182,Direct Bili (0-0.3),0.10967801800129906
3424,248,1180,INV Line#4 Zero/Cal,0.10949243759858959
2707,558,1178,Pressure Sore #1 [Drainage],0.10930685719588011
2463,207,1177,GU Catheter Size,0.10921406699452538
3280,227538,1163,ART Blood Pressure Alarm - Low,0.10791500417555906
3046,225693,1161,Triglyceride,0.10772942377284958
3279,227537,1160,ART Blood Pressure Alarm - High,0.10763663357149485
3070,226063,1148,Venous O2 Pressure,0.10652315115523801
2802,223679,1148,TCO2 (calc) Venous,0.10652315115523801
3069,226062,1147,Venous CO2 Pressure,0.10643036095388327
1173,802,1133,Dilantin,0.10513129813491695
1217,851,1126,Troponin,0.1044817667254338
1659,1705,1104,Vent Sens Thresh mV,0.10244038229562959
2456,199,1103,GI [Guaiac],0.10234759209427484
129,8407,1102,ImpSkin #2 [Amount],0.1022548018929201
1743,692,1102,Tracheostomy Type,0.1022548018929201
1741,690,1101,Trach Size,0.10216201169156537
1661,1707,1097,Vent Stim Thresh mA,0.10179085088614642
1206,836,1096,Serum Osmolality,0.10169806068479169
3049,225722,1086,Arterial Line Tip Cultured,0.10077015867124432
1742,691,1080,Tracheostomy Cuff,0.10021341746311589
2400,140,1077,Cuff Leak,0.09993504685905169
238,220061,1076,Pulmonary Artery Pressure mean,0.09984225665769694
1651,1697,1068,Atrial Pacemaker Sense [mV],0.09909993504685906
2442,185,1061,FIO2 Alarm-High,0.0984504036373759
2525,364,1060,ImpSkin Wound Base#3,0.09835761343602116
1649,1695,1059,Atr Sens Thresh mV,0.09826482323466641
2665,513,1055,PVRI,0.09789366242924748
1650,1696,1052,Atr Stim Thresh mA,0.09761529182518326
236,220059,1041,Pulmonary Artery Pressure systolic,0.09659459961028115
237,220060,1040,Pulmonary Artery Pressure diastolic,0.09650180940892641
240,220066,1039,Pulmonary Artery Pressure Alarm - Low,0.09640901920757168
2294,25,1037,AV Interval,0.09622343880486221
1740,688,1037,Trach [Cuff],0.09622343880486221
239,220063,1032,Pulmonary Artery Pressure Alarm - High,0.09575948779808852
2722,573,1029,Pressure Sore Odor#1,0.09548111719402431
201,8479,1029,Trach [Fenestra],0.09548111719402431
3023,225628,1029,CK-MB fraction (%),0.09548111719402431
2381,119,1016,Cervical Collar Type,0.09427484457641273
2380,118,1014,Cerv Collar Status,0.09408926417370325
3005,225312,989,ART BP mean,0.09176950913983484
1222,856,988,Vancomycin/Trough,0.09167671893848009
3221,227350,984,Cordis/Introducer Dressing Occlusive,0.09130555813306115
2389,129,980,Collar Care,0.0909343973276422
2542,381,979,Inc Cleansing #2,0.09084160712628746
3003,225309,974,ART BP Systolic,0.09037765611951377
2511,350,970,ImpSkin #3 [Drain],0.09000649531409483
1739,687,969,Trach Care,0.08991370511274009
1660,1706,963,Ventricular Pacemaker Sense [mV],0.08935696390461167
3004,225310,962,ART BP Diastolic,0.08926417370325694
3055,225729,959,Multi Lumen Line Tip Cultured,0.08898580309919273
1161,789,956,Cholesterol (<200),0.08870743249512851
3076,226109,956,Cordis/Introducer placed in outside facility,0.08870743249512851
146,8424,953,Inc #3 [Amount],0.08842906189106431
206,8484,953,Ventricular Pacemaker [Sensitivity],0.08842906189106431
212,8491,949,Atrial Pacemaker Sense [mA],0.08805790108564536
2968,225085,947,Post menopausal,0.08787232068293588
1164,793,946,D-Dimer (0-500),0.08777953048158114
2807,223762,945,Temperature Celsius,0.08768674028022641
2530,369,939,ImpSkin #2 [Width],0.08712999907209798
3348,228098,937,16 Gauge placed in the field,0.08694441866938851
2587,427,933,LUE [Temp],0.08657325786396956
2501,340,932,Imp Skin Cleanse #3,0.08648046766261483
2458,201,932,GI Intub #2 [Type],0.08648046766261483
2356,93,931,CT #1 Crepitus,0.0863876774612601
3033,225651,926,Direct Bilirubin,0.08592372645448641
158,8436,919,LUE [Color],0.08527419504500325
1479,1482,916,IV #4 Reason DC'D,0.08499582444093903
2710,561,910,Pressure Sore #1 [Width],0.08443908323281062
111,8389,907,GI Intub #2 [Site],0.0841607126287464
2844,224172,904,MDI #2 Puff,0.0838823420246822
2462,205,899,GI#2 Tube [Status],0.0834183910179085
2421,163,894,Edema #1 [Location],0.08295444001113482
2920,224751,891,Temporary Pacemaker Rate,0.08267606940707062
1516,1527,883,Direct Bili,0.08193374779623272
2941,224916,881,Impaired Skin Length #2,0.08174816739352324
2362,99,880,CT #2 Drainage,0.0816553771921685
2832,223962,878,Temporary Pacemaker Wires Venticular,0.08146979678945904
2364,101,874,CT #2 [Fluctuate],0.08109863598404009
2363,100,874,CT #2 Dressing,0.08109863598404009
2365,102,869,CT #2 Suction Amount,0.0806346849772664
2394,134,868,Cooling [Device],0.08054189477591166
2967,225082,866,Pregnant,0.08035631437320219
185,8463,857,Pressure Sore #1 [Length],0.07952120256100956
2818,223773,856,PA Line cm Mark,0.07942841235965482
96,8374,850,CT #2 [Leak],0.07887167115152639
2643,490,845,PAO2,0.07840772014475271
3212,227130,845,Trach Care,0.07840772014475271
105,8383,843,Edema #1 [Amount],0.07822213974204324
1219,853,840,Uric Acid (2.7-7.0),0.07794376913797903
2955,224951,837,Impaired Skin Width #2,0.07766539853391481
3268,227463,835,Cortisol,0.07747981813120534
101,8379,834,Cooling [Status],0.07738702792985061
2928,224839,833,Temporary Pacemaker Wires Atrial,0.07729423772849588
3277,227516,831,PO2 (Mixed Venous),0.0771086573257864
2295,26,830,AaDO2,0.07701586712443166
2830,223958,827,Temporary Venticular Sens Threshold mV,0.07673749652036745
2831,223960,808,Temporary Venticular Stim Threshold mA,0.07497448269462745
2579,419,804,KneeImmobilizeLoc [Right],0.0746033218892085
2868,224418,802,Cuff Volume (mL),0.07441774148649903
2950,224925,798,Impaired Skin Odor #4,0.07404658068108008
3043,225684,789,Serum Osmolality,0.07321146886888745
1141,768,772,ACT (102-142),0.07163403544585692
2921,224752,767,Temporary Atrial Sens Threshold mV,0.07117008443908324
2452,195,766,Flow-by Sensitivity,0.0710772942377285
2922,224753,761,Temporary Atrial Sens Setting mV,0.0706133432309548
2451,194,760,Flow-By (lpm),0.07052055302960007
2888,224662,757,Current Used/mA,0.07024218242553586
14,628,751,Sedation Score,0.06968544121740744
1055,5816,747,ICP Alarm [Low],0.06931428041198849
2924,224755,746,Temporary Atrial Stim Setting mA,0.06922149021063376
2923,224754,737,Temporary Atrial Stim Threshold mA,0.06838637839844112
2926,224837,732,Temporary Ventricular Sens Setting mV,0.06792242739166744
1513,1524,730,Cholesterol,0.06773684698895796
133,8411,727,ImpSkin #2 [Length],0.06745847638489376
109,8387,722,GI [pH],0.06699452537812008
1291,1078,716,BATH,0.06643778416999165
1738,686,711,Total PEEP Level,0.06597383316321796
2747,598,696,RUE [Sensation],0.06458198014289691
2741,592,695,RLE [Sensation],0.06448918994154218
1208,838,694,SvO2,0.06439639974018743
2649,496,692,PCA Dose,0.06421081933747796
2652,499,689,PCA Medication,0.06393244873341375
2651,498,687,PCA Lockout (Min),0.06374686833070428
2817,223772,686,SvO2,0.06365407812934953
2927,224838,685,Temporary Ventricular Stim Setting mA,0.0635612879279948
2646,493,685,PCA 1 Hr Limit (mg),0.0635612879279948
2873,224447,676,Family Meeting,0.06272617611580217
2543,382,674,Inc Cleansing #3,0.0625405957130927
2325,60,674,Auto-PEEP Level,0.0625405957130927
3266,227461,672,Phenytoin (Dilantin),0.062355015310383226
2735,586,668,QTc,0.06198385450496428
191,8469,668,LLE [Sensation],0.06198385450496428
2704,555,665,PressSore Depth #1,0.06170548390090007
2461,204,665,GI#2 Tube PlaceCheck,0.06170548390090007
194,8472,661,LUE [Sensation],0.06133432309548112
3318,227802,661,GI Guaiac QC,0.06133432309548112
2650,497,660,Patient controlled analgesia (PCA) [Inject],0.06124153289412638
182,8460,653,Pressure Sore #1 [Amount],0.06059200148464322
3157,226889,651,Legal Guardian,0.060406421081933746
2378,115,647,Capillary Refill [Right],0.0600352602765148
2653,500,643,PCA Total Dose,0.059664099471095855
2929,224842,643,Cardiac Output (CCO),0.059664099471095855
2746,597,637,RUE [Temperature],0.05910735826296743
2575,414,637,Incision/Wound #4,0.05910735826296743
2564,403,635,Inc #4 [Dressing],0.05892177786025796
2743,594,635,ROM [Type],0.05892177786025796
1172,801,630,Digoxin,0.058457826853484274
2556,395,629,Inc #4 [Drainage],0.05836503665212953
193,8471,628,RUE [Color],0.0582722464507748
171,8449,626,Patient controlled analgesia (PCA) [Attempt],0.058086666048065325
1515,1526,624,D-Dimer,0.05790108564535585
2467,253,622,INV Line#5 [Type],0.057715505242646375
2322,57,615,Atrial Pacemaker Threshold [Unit],0.05706597383316322
192,8470,614,ROM [Value],0.056973183631808484
2608,449,614,Minute Volume (Set),0.056973183631808484
2752,603,610,Radial Pulse [Right],0.056602022826389535
126,8404,609,ImpSkin #3 [Amount],0.056509232625034794
3107,226329,608,Blood Temperature CCO (C),0.05641644242368006
99,8377,606,Capillary Refill [Left],0.056230862020970586
216,8495,605,Ventricular Pacemaker Sense [mA],0.056138071819615845
2469,256,604,INV Line#5SiteAppear,0.05604528161826111
118,8396,597,INV Line#5 [Site],0.055395750208777954
3228,227357,597,Dialysis Catheter Dressing Occlusive,0.055395750208777954
1653,1699,594,GI Tube #2 [Site],0.055117379604713745
113,8391,594,GI#2 Tube [Drain],0.055117379604713745
195,8473,590,Radial Pulse [Left],0.054746218799294796
2550,389,588,Inc #4 [Closure],0.05456063839658532
214,8493,576,GI Tube #2 [Site],0.053447155980328474
1215,849,576,Total Protein(6.5-8),0.053447155980328474
2446,189,575,FiO2 (Analyzed),0.05335436577897374
3222,227351,575,PA Catheter Dressing Occlusive,0.05335436577897374
2538,377,574,Impaired Skin Site#4,0.05326157557761901
155,8433,574,Inc #4 [Status],0.05326157557761901
3084,226118,574,Dialysis Catheter placed in outside facility,0.05326157557761901
1294,1090,573,Ramsey SedationScale,0.053168785376264266
1768,718,571,Ventricular Pacemaker Threshold [Unit],0.05298320497355479
1696,641,570,Sitter,0.05289041477220006
2790,220603,562,Cholesterol,0.05214809316136216
156,8434,560,KneeImmobilizeLoc [Left],0.051962512758652685
2508,347,558,ImpSkin Character #4,0.05177693235594321
3008,225358,557,PA Catheter Zero/Calibrate,0.051684142154588476
2520,359,551,ImpSkin Treatment #4,0.05112740094646005
3080,226114,541,PA Catheter placed in outside facility,0.05019949893291269
141,8419,540,Inc #4 [Appearance],0.050106708731557946
3412,225,536,IABP setting,0.049735547926139
2327,62,535,BAEDP,0.04964275772478426
2320,55,535,Assisted Systole,0.04964275772478426
2324,59,535,Augmented Diastole,0.04964275772478426
2411,153,534,Diastolic Unloading,0.04954996752342953
1720,666,534,Systolic Unloading,0.04954996752342953
3411,224,534,IABP Mean,0.04954996752342953
2793,220624,533,HDL,0.04945717732207479
1509,1520,531,ACT,0.049271596919365314
1438,1421,530,Anxiety,0.04917880671801058
2808,223763,528,Bladder Pressure,0.048993226315301106
1530,1541,526,Uric Acid,0.04880764591259163
2997,225192,526,Collar Care,0.04880764591259163
2942,224917,525,Impaired Skin Length #3,0.04871485571123689
1437,1420,520,Aggitation,0.04825090470446321
1447,1430,517,Nausea and Vomiting,0.047972534100399
1784,734,516,Working Pressure,0.04787974389904426
1454,1437,512,Tremor,0.047508583093625316
1440,1423,511,Auditory Disturbance,0.047415792892270575
2450,193,510,Flatus,0.04732300269091584
1456,1439,509,Visual Disturbances,0.0472302124895611
2956,224952,509,Impaired Skin Width #3,0.0472302124895611
1449,1432,509,Paroxysmal Sweats,0.0472302124895611
1453,1436,508,Tactile Disturbances,0.04713742228820637
1445,1428,507,Headache,0.047044632086851626
1448,1431,506,Orient/Clouding Sens,0.04695184188549689
1441,1424,500,CIWA Sum Total,0.04639510067736847
92,8370,499,Atrial Pacemaker Threshold [Value],0.046302310476013735
2951,224926,497,Impaired Skin Odor #5,0.04611673007330426
1432,1411,495,Bladder Pressure,0.045931149670594786
3223,227352,490,CCO PAC Dressing Occlusive,0.0454671986638211
2856,224328,490,PCA dose,0.0454671986638211
2858,224330,489,PCA 1 hour limit,0.04537440846246636
2857,224329,488,PCA lockout (min),0.04528161826111163
3039,225671,487,LDL calculated,0.04518882805975689
2526,365,484,ImpSkin Wound Base#4,0.04491045745569268
2287,1,479,% Inspir. Time,0.044446506448918996
2682,532,478,Peak Flow (Calc),0.044353716247564255
209,8487,477,Med Wasted [Amount],0.04426092604620952
2860,224332,475,PCA inject,0.04407534564350005
3001,225228,475,CCO PAC Zero/Calibrate,0.04407534564350005
2889,224663,473,PCA attempt,0.04388976524079057
3251,227446,473,Brain Natiuretic Peptide (BNP),0.04388976524079057
2875,224563,469,Impaired Skin Depth #1,0.04351860443537162
2531,370,468,ImpSkin #3 [Width],0.04342581423401689
2890,224665,467,PCA total dose,0.04333302403266215
208,8486,465,Initials (2 RNs) [RN #2],0.043147443629952674
2515,354,460,ImpSkin #4 [Drain],0.04268349262317899
2703,554,456,Press Sore Site #2,0.04231233181776004
2717,568,448,PressSoreTreatment#2,0.04157001020692215
3075,226108,446,CCO PAC placed in outside facility,0.041384429804212676
2621,464,445,Neuro Drain Type,0.041291639602857935
2679,529,444,Pause Time %,0.0411988494015032
2483,287,441,INV#5 WaveformAppear,0.04092047879743899
3058,225732,441,PICC Line Tip Cultured,0.04092047879743899
2720,571,440,PressSoreWoundBase#2,0.04082768859608425
2660,508,439,PT Splint #1 [Location],0.04073489839472952
2887,224661,438,Baseline Current/mA,0.04064210819337478
2701,552,435,Pressure Sore #2 [Stage],0.04036373758931057
1528,1539,434,Total Protein,0.04027094738795583
3213,227187,433,Pinsp (Draeger only),0.040178157186601095
2468,254,432,INV Line#5 Zero/Cal,0.04008536698524636
3413,226,432,ICP,0.04008536698524636
2502,341,428,Imp Skin Cleanse #4,0.03971420617982741
172,8450,427,PT Splint #1 [Status],0.03962141597847267
2355,92,425,CPP,0.039435835575763196
2620,463,421,Neuro Drain Status,0.039064674770344254
2764,220088,420,Cardiac Output (thermodilution),0.038971884568989514
3307,227686,419,Central Venous O2% Sat,0.03887909436763478
2757,608,415,Recruit Breath,0.03850793356221583
205,8483,414,Ventricular Pacemaker Threshold [Value],0.03841514336086109
1725,671,411,TCPCV Insp. Time,0.03813677275679688
2407,149,411,Dialysis Access Type,0.03813677275679688
2406,148,405,Dialysis Access Site,0.03758003154866846
2999,225209,405,Cash amount,0.03758003154866846
16,630,404,Seizure Duration,0.037487241347313724
2410,152,403,Dialysis Type,0.03739445114595899
1724,670,402,TCPCV Insp. Pressure,0.03730166094460425
2755,606,397,Rec. Breath Pressure,0.036837709937830566
2756,607,396,Rec.Breath Time(sec),0.036744919736475826
2565,404,396,Inc/Wound Packing #1,0.036744919736475826
2409,151,394,Dialysis Site Appear,0.03655933933376635
2834,224149,393,Access Pressure,0.03646654913241162
2618,461,392,Neuro Drain Drainage,0.03637375893105688
2836,224151,392,Effluent Pressure,0.03637375893105688
180,8458,392,Pressure Sore #2 [Heal],0.03637375893105688
2835,224150,392,Filter Pressure,0.03637375893105688
2837,224152,392,Return Pressure,0.03637375893105688
2619,462,388,Neuro Drain [Level],0.036002598125637934
2361,98,387,CT #2 Crepitus,0.035909807924283194
2449,192,386,Filter Pressure mmHg,0.03581701772292846
10,624,386,Return Pressure mmHg,0.03581701772292846
2342,79,386,Blood Flow ml/min,0.03581701772292846
2298,29,385,Access mmHg,0.03572422752157372
2760,611,384,Replace Rate ml/hr,0.035631437320218985
2600,441,382,MDI #3 [Puff],0.03544585691750951
1719,665,381,System Integrity,0.03535306671615478
2431,173,381,Effluent Press mmHg,0.03535306671615478
1726,672,378,TCPCV-MAP,0.03507469611209056
1450,1433,378,Seizure,0.03507469611209056
1727,673,378,TOF Response/Twitch,0.03507469611209056
1723,669,375,TCPCV I:E Ratio,0.03479632550802635
2402,142,372,Current Goal,0.034517954903962145
2714,565,372,PressSoreCleansing#2,0.034517954903962145
165,8443,370,Neuro Drain [Location],0.03433237450125267
2404,146,369,Dialysate Flow ml/hr,0.03423958429989793
2405,147,365,Dialysate Infusing,0.03386842349447898
2798,220650,364,Total Protein,0.033775633293124246
1722,668,363,TCPCV Fixed I Time,0.033682843091769506
2761,612,361,Replace.Fluid Infuse,0.03349726268906004
2943,224918,359,Impaired Skin Length #4,0.033311682286350563
1446,1429,359,Insomnia,0.033311682286350563
2309,44,357,Angio Appearance #2 [Attribute 1],0.03312610188364109
2313,48,357,Angio Site #2,0.03312610188364109
2708,559,356,Pressure Sore #2 [Drainage],0.03303331168228635
161,8439,356,MDI #3 [Drug],0.03303331168228635
134,8412,355,ImpSkin #3 [Length],0.032940521480931614
2422,164,354,Edema #2 [Location],0.032847731279576874
2601,442,352,Manual BP [Systolic],0.032662150876867406
2338,75,350,Baseline Current/mA,0.03247657047415793
2957,224953,350,Impaired Skin Width #4,0.03247657047415793
2311,46,348,Angio Dressing #2,0.03229099007144846
1443,1426,347,Drowsiness,0.032198199870093716
2617,460,346,Nerve Stimulated,0.03210540966873898
1205,835,346,Sed Rate,0.03210540966873898
1451,1434,343,Slurred Speech,0.03182703906467477
1220,854,341,Vancomycin/Peak,0.0316414586619653
3291,227586,338,GI pH,0.031363088057901084
2648,495,337,PCA Bolus,0.03127029785654635
2647,494,335,PCA Basal Rate,0.031084717453836876
3245,227440,335,Digoxin,0.031084717453836876
147,8425,334,Inc #4 [Amount],0.03099192725248214
2642,487,334,Ostomy [Type],0.03099192725248214
1218,852,333,Tylenol,0.0308991370511274
169,8447,330,Ostomy [Appearance],0.03062076644706319
1452,1435,329,Sustained Nystamus,0.030527976245708452
2602,443,328,Manual BP Mean(calc),0.030435186044353715
106,8384,325,Edema #2 [Amount],0.030156815440289506
1175,804,325,Ethanol,0.030156815440289506
3281,227543,323,CO (Arterial),0.02997123503758003
3051,225724,323,Cordis/Introducer Line Tip Cultured,0.02997123503758003
1439,1422,322,Ataxia,0.029878444836225294
2723,574,319,Pressure Sore Odor#2,0.029600074232161083
2329,64,316,BIPAP - EPAP,0.029321703628096874
3282,227546,313,SVV (Arterial),0.029043333024032662
2614,457,313,NMB Medication,0.029043333024032662
162,8440,312,Manual BP [Diastolic],0.028950542822677925
2861,224359,307,QTc,0.028486591815904242
2859,224331,306,PCA basal rate (mL/hour),0.028393801614549505
2711,562,304,Pressure Sore #2 [Width],0.02820822121184003
2952,224927,303,Impaired Skin Odor #6,0.028115431010485293
3319,227807,302,In-line Suction Catheter Changed,0.028022640809130556
2333,68,302,BIPAP-Mode,0.028022640809130556
2385,124,300,Chest Tube Site #3,0.02783706040642108
88,8366,299,Angio Appearance #2 [Attribute 2],0.027744270205066344
470,6702,298,Arterial BP Mean #2,0.027651480003711607
469,6701,298,Arterial BP #2 [Systolic],0.027651480003711607
227,8555,296,Arterial BP #2 [Diastolic],0.027465899601002135
2786,220580,293,Ammonia,0.027187528996937924
998,5683,292,Hourly PFR,0.027094738795583186
2934,224895,290,Impaired Skin Depth #2,0.02690915839287371
2801,220765,289,Intra Cranial Pressure,0.026816368191518974
1180,809,286,Gentamycin/Random,0.026537997587454766
3025,225636,286,D-Dimer,0.026537997587454766
3275,227470,285,Sed Rate,0.02644520738610003
2332,67,283,BIPAP - O2 lpm,0.026259626983390554
130,8408,283,ImpSkin #4 [Amount],0.026259626983390554
186,8464,283,Pressure Sore #2 [Length],0.026259626983390554
3047,225695,279,Uric Acid,0.025888466177971605
3249,227444,279,C Reactive Protein (CRP),0.025888466177971605
3102,226183,279,Estimated Energy Needs/Kg,0.025888466177971605
2539,378,271,Impaired Skin Site#5,0.02514614456713371
2813,223768,269,Intra Cranial Pressure Alarm - Low,0.024960564164424236
1592,1624,269,PreSep Catheter SVO2,0.024960564164424236
2812,223767,268,Intra Cranial Pressure Alarm - High,0.0248677739630695
2420,162,268,Ectopy Type 2,0.0248677739630695
2841,224167,264,Manual Blood Pressure Systolic Left,0.024496613157650553
2331,66,263,BIPAP - IPAP,0.024403822956295815
2661,509,261,PT Splint #2 [Location],0.02421824255358634
2509,348,261,ImpSkin Character #5,0.02421824255358634
2418,160,261,Ectopy Frequency 2,0.02421824255358634
3210,227066,260,Cerebral Perfusion Pressure,0.024125452352231604
3103,226184,259,Estimated Protein Needs/Kg,0.024032662150876866
2435,177,254,Epidural Appearance,0.023568711144103183
2521,360,252,ImpSkin Treatment #5,0.02338313074139371
